cid,cmpdname,CanonicalSMILES,activity
900971,"4,5-dichloro-2-[2-(4-chlorophenyl)-2-oxoethyl]pyridazin-3-one",C1=CC(=CC=C1C(=O)CN2C(=O)C(=C(C=N2)Cl)Cl)Cl,Inactive
1173617,"N-(furan-2-ylmethyl)-2-[[4-(furan-2-ylmethyl)-5-[[3-(trifluoromethyl)anilino]methyl]-1,2,4-triazol-3-yl]sulfanyl]acetamide",C1=CC(=CC(=C1)NCC2=NN=C(N2CC3=CC=CO3)SCC(=O)NCC4=CC=CO4)C(F)(F)F,Inactive
784948,2-fluoro-N-(furan-2-ylmethyl)benzamide,C1=CC=C(C(=C1)C(=O)NCC2=CC=CO2)F,Inactive
3129671,"1-(2,3-dihydro-1,4-benzodioxin-6-yl)-4-phenylbutan-1-one",C1COC2=C(O1)C=CC(=C2)C(=O)CCCC3=CC=CC=C3,Inactive
3136571,"5-ethyl-5'-phenylspiro[1H-indole-3,2'-3H-1,3,4-thiadiazole]-2-one",CCC1=CC2=C(C=C1)NC(=O)C23NN=C(S3)C4=CC=CC=C4,Inactive
5014184,"N-(1,3-benzodioxol-5-ylmethyl)-1-(4-fluorophenyl)-5-oxopyrrolidine-3-carboxamide",C1C(CN(C1=O)C2=CC=C(C=C2)F)C(=O)NCC3=CC4=C(C=C3)OCO4,Inactive
3368501,2-(5-methylfuran-2-yl)-N-(2-methylphenyl)quinoline-4-carboxamide,CC1=CC=CC=C1NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=C(O4)C,Inactive
1475343,"(Z)-2,3-dichloro-3-[(4-methoxyphenyl)methylsulfonyl]-N-(6-methoxypyridin-3-yl)prop-2-enamide",COC1=CC=C(C=C1)CS(=O)(=O)C(=C(C(=O)NC2=CN=C(C=C2)OC)Cl)Cl,Inactive
4272091,ethyl 6-amino-5-cyano-2-[(3-cyano-6-phenylpyridin-2-yl)sulfanylmethyl]-4-pyridin-3-yl-4H-pyran-3-carboxylate,CCOC(=O)C1=C(OC(=C(C1C2=CN=CC=C2)C#N)N)CSC3=C(C=CC(=N3)C4=CC=CC=C4)C#N,Inactive
2898097,"1-(2,4-diphenyl-3-thiophen-2-yl-3H-1,2,4-triazol-5-yl)ethanone",CC(=O)C1=NN(C(N1C2=CC=CC=C2)C3=CC=CS3)C4=CC=CC=C4,Inactive
4205241,"2-(4-chlorophenyl)-N-cyclopentylimidazo[1,2-a]pyrazin-3-amine",C1CCC(C1)NC2=C(N=C3N2C=CN=C3)C4=CC=C(C=C4)Cl,Inactive
9550584,"ethyl 4-[2-[2-(butylamino)-2-oxoethyl]sulfanyl-4-oxothieno[3,2-d]pyrimidin-3-yl]piperidine-1-carboxylate",CCCCNC(=O)CSC1=NC2=C(C(=O)N1C3CCN(CC3)C(=O)OCC)SC=C2,Inactive
5333955,"N,N-dimethyl-4-[(E)-2-(1-methylpyridin-1-ium-4-yl)ethenyl]aniline;iodide",C[N+]1=CC=C(C=C1)C=CC2=CC=C(C=C2)N(C)C.[I-],Inactive
5737730,"(4Z)-4-[[5-(2,4-dichlorophenyl)furan-2-yl]methylidene]-3-methyl-1,2-oxazol-5-one",CC1=NOC(=O)C1=CC2=CC=C(O2)C3=C(C=C(C=C3)Cl)Cl,Inactive
135400437,4-hydroxy-3-[(E)-3-(2-hydroxy-3-methoxyphenyl)prop-2-enoyl]-6-methylpyran-2-one,CC1=CC(=C(C(=O)O1)C(=O)C=CC2=C(C(=CC=C2)OC)O)O,Inactive
2268454,N-(3-phenylpropyl)benzamide,C1=CC=C(C=C1)CCCNC(=O)C2=CC=CC=C2,Inactive
1325504,"2-[[7-(2,2-dimethylpropanoyloxy)-6-ethyl-3-(1-methylbenzimidazol-2-yl)-4-oxochromen-2-yl]methoxy]acetic acid",CCC1=CC2=C(C=C1OC(=O)C(C)(C)C)OC(=C(C2=O)C3=NC4=CC=CC=C4N3C)COCC(=O)O,Inactive
4681472,ethyl 6-amino-5-cyano-2-[(3-cyano-6-phenylpyridin-2-yl)sulfanylmethyl]-4-(4-methoxyphenyl)-4H-pyran-3-carboxylate,CCOC(=O)C1=C(OC(=C(C1C2=CC=C(C=C2)OC)C#N)N)CSC3=C(C=CC(=N3)C4=CC=CC=C4)C#N,Inactive
5115564,"3-amino-4-(1,3-benzothiazol-2-yl)-N-(2-cyanophenyl)-5-phenylimino-2H-thiophene-2-carboxamide",C1=CC=C(C=C1)N=C2C(=C(C(S2)C(=O)NC3=CC=CC=C3C#N)N)C4=NC5=CC=CC=C5S4,Inactive
1009410,"4-[[5-[(3,4-dichlorophenyl)methylsulfanyl]-4-phenyl-1,2,4-triazol-3-yl]methyl]morpholine",C1COCCN1CC2=NN=C(N2C3=CC=CC=C3)SCC4=CC(=C(C=C4)Cl)Cl,Inactive
4966967,N-(4-methoxyphenyl)-2-(7-oxobenzo[a]phenalen-3-yl)sulfanylacetamide,COC1=CC=C(C=C1)NC(=O)CSC2=C3C=CC=C4C3=C(C=C2)C5=CC=CC=C5C4=O,Inactive
1474462,"(4,5-dichloro-6-oxopyridazin-1-yl)methyl 4-fluorobenzoate",C1=CC(=CC=C1C(=O)OCN2C(=O)C(=C(C=N2)Cl)Cl)F,Inactive
1474465,"(4,5-dichloro-6-oxopyridazin-1-yl)methyl 4-methylbenzoate",CC1=CC=C(C=C1)C(=O)OCN2C(=O)C(=C(C=N2)Cl)Cl,Inactive
5760164,"ethyl (2Z)-2-[(4-acetyloxy-3-ethoxyphenyl)methylidene]-7-methyl-3-oxo-5-[(E)-2-phenylethenyl]-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate",CCOC1=C(C=CC(=C1)C=C2C(=O)N3C(C(=C(N=C3S2)C)C(=O)OCC)C=CC4=CC=CC=C4)OC(=O)C,Inactive
814441,2-[(4-chlorophenyl)methyl]-5-phenylpyrazol-3-amine,C1=CC=C(C=C1)C2=NN(C(=C2)N)CC3=CC=C(C=C3)Cl,Inactive
609295,"4-chloro-[1]benzofuro[3,2-d]pyrimidine",C1=CC=C2C(=C1)C3=C(O2)C(=NC=N3)Cl,Inactive
603361,"4-chloro-2-methyl-[1]benzofuro[3,2-d]pyrimidine",CC1=NC2=C(C(=N1)Cl)OC3=CC=CC=C32,Inactive
9559971,"ethyl 3-[2-[(2E)-2-[(4-methylphenyl)methylidene]hydrazinyl]-2-oxoethoxy]pyrido[1,2-a]indole-10-carboxylate",CCOC(=O)C1=C2C=CC=CN2C3=C1C=CC(=C3)OCC(=O)NN=CC4=CC=C(C=C4)C,Inactive
887759,1-ethoxy-4-[(E)-2-nitroethenyl]naphthalene,CCOC1=CC=C(C2=CC=CC=C21)C=C[N+](=O)[O-],Inactive
3573522,"2-[(2-hydroxy-4,4-dimethyl-6-oxocyclohexen-1-yl)-thiophen-2-ylmethyl]-5,5-dimethylcyclohexane-1,3-dione",CC1(CC(=O)C(C(=O)C1)C(C2=CC=CS2)C3=C(CC(CC3=O)(C)C)O)C,Inactive
1829959,N-[1-[3-(benzenesulfonamido)quinoxalin-2-yl]pyridin-4-ylidene]thiophene-2-carboxamide,C1=CC=C(C=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N=C2N4C=CC(=NC(=O)C5=CC=CS5)C=C4,Inactive
1005277,"(3-amino-6-methyl-4-thiophen-2-ylthieno[2,3-b]pyridin-2-yl)-(4-methoxyphenyl)methanone",CC1=CC(=C2C(=C(SC2=N1)C(=O)C3=CC=C(C=C3)OC)N)C4=CC=CS4,Inactive
3146895,propyl 5-sulfamoylfuran-2-carboxylate,CCCOC(=O)C1=CC=C(O1)S(=O)(=O)N,Inactive
12005314,"2-[[7-(1H-benzimidazol-2-ylsulfanyl)-4-nitro-2,1,3-benzoxadiazol-5-yl]amino]ethyl propanoate",CCC(=O)OCCNC1=C(C2=NON=C2C(=C1)SC3=NC4=CC=CC=C4N3)[N+](=O)[O-],Inactive
135420208,"N'-[(E)-(5-chloro-2-hydroxyphenyl)methylideneamino]-N-[2-(1,1,2,2-tetrafluoroethoxy)phenyl]oxamide",C1=CC=C(C(=C1)NC(=O)C(=O)NN=CC2=C(C=CC(=C2)Cl)O)OC(C(F)F)(F)F,Inactive
1527415,propan-2-yl (E)-2-cyano-3-[5-[4-(difluoromethylsulfanyl)phenyl]furan-2-yl]prop-2-enoate,CC(C)OC(=O)C(=CC1=CC=C(O1)C2=CC=C(C=C2)SC(F)F)C#N,Inactive
2585205,"ethyl 4-[[2-(4,5-dichloro-6-oxopyridazin-1-yl)acetyl]amino]benzoate",CCOC(=O)C1=CC=C(C=C1)NC(=O)CN2C(=O)C(=C(C=N2)Cl)Cl,Inactive
2370680,"[2-oxo-2-[4-(N-propan-2-ylanilino)anilino]ethyl] 3-(4-nitro-1,3-dioxoisoindol-2-yl)propanoate",CC(C)N(C1=CC=CC=C1)C2=CC=C(C=C2)NC(=O)COC(=O)CCN3C(=O)C4=C(C3=O)C(=CC=C4)[N+](=O)[O-],Inactive
2117079,"3,4-dimethyl-N-[2-morpholin-4-yl-5-(trifluoromethyl)phenyl]benzenesulfonamide",CC1=C(C=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)C(F)(F)F)N3CCOCC3)C,Inactive
2566108,"4-chloro-5,6-dimethyl-2-[(4-methylpiperidin-1-yl)methyl]thieno[2,3-d]pyrimidine",CC1CCN(CC1)CC2=NC3=C(C(=C(S3)C)C)C(=N2)Cl,Inactive
15945051,"2-(4-bromophenyl)-3-(4-methoxyphenyl)-4,5-dihydroimidazo[1,2-a]quinolin-10-ium;bromide",COC1=CC=C(C=C1)N2C3=[N+](C=C2C4=CC=C(C=C4)Br)C5=CC=CC=C5CC3.[Br-],Inactive
3385684,"4-(2,7-diphenyl-5,6-dihydroimidazo[1,2-a]pyrimidin-5-yl)-N,N-dimethylaniline",CN(C)C1=CC=C(C=C1)C2CC(=NC3=NC(=CN23)C4=CC=CC=C4)C5=CC=CC=C5,Inactive
4084629,"ethyl 2-[(1,1-dioxo-1,2-benzothiazol-3-yl)amino]-6-methyl-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxylate",CCOC(=O)C1=C(SC2=C1CCC(C2)C)NC3=NS(=O)(=O)C4=CC=CC=C43,Inactive
2439209,"2-(4,5-dichloro-6-oxopyridazin-1-yl)-N-methyl-N-[2-(4-methylanilino)-2-oxoethyl]acetamide",CC1=CC=C(C=C1)NC(=O)CN(C)C(=O)CN2C(=O)C(=C(C=N2)Cl)Cl,Inactive
2336835,"2-[(4-fluorophenyl)sulfonylamino]-N-(4-phenyl-1,3-thiazol-2-yl)benzamide",C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=CC=CC=C3NS(=O)(=O)C4=CC=C(C=C4)F,Inactive
849396,"3,5,6-trichloro-1-(4-methylphenyl)pyrazin-2-one",CC1=CC=C(C=C1)N2C(=C(N=C(C2=O)Cl)Cl)Cl,Inactive
1798162,N-[[4-(acetylsulfamoyl)phenyl]carbamothioyl]-2-(2-methylphenoxy)acetamide,CC1=CC=CC=C1OCC(=O)NC(=S)NC2=CC=C(C=C2)S(=O)(=O)NC(=O)C,Inactive
5770966,(E)-N-[2-(cyclohexylamino)-2-oxoethyl]-4-(2-hydroxy-4-methoxyphenyl)-N-(2-methoxyethyl)-4-oxobut-2-enamide,COCCN(CC(=O)NC1CCCCC1)C(=O)C=CC(=O)C2=C(C=C(C=C2)OC)O,Inactive
406463,"1-(6,7-difluoro-3-methyl-4-oxido-1-oxoquinoxalin-1-ium-2-yl)ethanone",CC1=C([N+](=O)C2=CC(=C(C=C2N1[O-])F)F)C(=O)C,Inactive
1090196,N-[3-chloro-4-(4-ethylpiperazin-1-yl)phenyl]-5-nitrofuran-2-carboxamide,CCN1CCN(CC1)C2=C(C=C(C=C2)NC(=O)C3=CC=C(O3)[N+](=O)[O-])Cl,Inactive
16188836,"(4Z)-4-[[5-(2-bromophenyl)furan-2-yl]methylidene]-3-methyl-1,2-oxazol-5-one",CC1=NOC(=O)C1=CC2=CC=C(O2)C3=CC=CC=C3Br,Inactive
675202,"4,5-dichloro-2-[(4-fluorophenyl)methyl]pyridazin-3-one",C1=CC(=CC=C1CN2C(=O)C(=C(C=N2)Cl)Cl)F,Inactive
1389577,"(5E)-1-(4-fluorophenyl)-5-[(5-methylthiophen-2-yl)methylidene]-2-sulfanylidene-1,3-diazinane-4,6-dione",CC1=CC=C(S1)C=C2C(=O)NC(=S)N(C2=O)C3=CC=C(C=C3)F,Inactive
6465514,N-butyl-4-[(E)-3-phenylprop-2-enyl]piperazine-1-carboxamide,CCCCNC(=O)N1CCN(CC1)CC=CC2=CC=CC=C2,Inactive
2220410,"N-benzyl-2-[(3-ethyl-4-oxo-6,7,8,9-tetrahydropyrimido[4,5-b]quinolin-2-yl)sulfanyl]acetamide",CCN1C(=O)C2=C(N=C3CCCCC3=C2)N=C1SCC(=O)NCC4=CC=CC=C4,Inactive
3857706,"2-chloro-N-(3,5-dimethyl-1H-pyrazol-4-yl)-5-nitrobenzamide",CC1=C(C(=NN1)C)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl,Inactive
727850,"3-[4-hydroxy-2-(4-hydroxyanilino)-1,3-thiazol-5-yl]indol-2-one",C1=CC2=C(C(=O)N=C2C=C1)C3=C(N=C(S3)NC4=CC=C(C=C4)O)O,Inactive
2905495,"4-[(7-chloro-4-nitro-2,1,3-benzoxadiazol-5-yl)amino]-1,5-dimethyl-2-phenylpyrazol-3-one",CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC3=C(C4=NON=C4C(=C3)Cl)[N+](=O)[O-],Inactive
1104217,"5-nitro-N-(2-pyridin-3-yl-1,3-benzoxazol-5-yl)furan-2-carboxamide",C1=CC(=CN=C1)C2=NC3=C(O2)C=CC(=C3)NC(=O)C4=CC=C(O4)[N+](=O)[O-],Inactive
135455168,3-(2-hydroxyethyl)-2-[(E)-2-(1H-indol-3-yl)ethenyl]quinazolin-4-one,C1=CC=C2C(=C1)C(=CN2)C=CC3=NC4=CC=CC=C4C(=O)N3CCO,Inactive
769903,4-imidazol-1-yl-1-methyl-3-nitroquinolin-2-one,CN1C2=CC=CC=C2C(=C(C1=O)[N+](=O)[O-])N3C=CN=C3,Inactive
5758845,"(5E)-5-(cyclohex-3-en-1-ylmethylidene)-3-(1,5-dimethyl-3-oxo-2-phenylpyrazol-4-yl)-2-sulfanylidene-1,3-thiazolidin-4-one",CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N3C(=O)C(=CC4CCC=CC4)SC3=S,Inactive
1447917,"2-chloro-1-[1-(cyclohexanecarbonyl)-2,3-dihydroindol-5-yl]ethanone",C1CCC(CC1)C(=O)N2CCC3=C2C=CC(=C3)C(=O)CCl,Inactive
16193971,"(E)-1-phenyl-3-[4-(5-phenyl-3,4-dihydropyrazol-2-yl)phenyl]prop-2-en-1-one",C1CN(N=C1C2=CC=CC=C2)C3=CC=C(C=C3)C=CC(=O)C4=CC=CC=C4,Inactive
1474911,"4,5-dibromo-2-(3,3-dimethyl-2-oxobutyl)pyridazin-3-one",CC(C)(C)C(=O)CN1C(=O)C(=C(C=N1)Br)Br,Inactive
203396,"4,5-dibromo-2-phenylpyridazin-3-one",C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)Br)Br,Inactive
1473969,"(E)-3-(benzenesulfinyl)-2,3-dichloro-N-(2-chlorophenyl)prop-2-enamide",C1=CC=C(C=C1)S(=O)C(=C(C(=O)NC2=CC=CC=C2Cl)Cl)Cl,Inactive
2766929,1-(4-tert-butylphenyl)-4-chloro-6-oxopyridazine-3-carbonitrile,CC(C)(C)C1=CC=C(C=C1)N2C(=O)C=C(C(=N2)C#N)Cl,Inactive
1487485,"4,5-dibromo-2-(4-methylphenyl)pyridazin-3-one",CC1=CC=C(C=C1)N2C(=O)C(=C(C=N2)Br)Br,Inactive
5291770,"2-[5-[(Z)-[3-(2,5-dimethylphenyl)-2-imino-4-oxo-1,3-thiazolidin-5-ylidene]methyl]furan-2-yl]benzoic acid",CC1=CC(=C(C=C1)C)N2C(=O)C(=CC3=CC=C(O3)C4=CC=CC=C4C(=O)O)SC2=N,Inactive
2121567,2-[[5-chloro-2-(dimethylamino)-1-(4-fluorophenyl)imidazol-4-yl]methylidene]propanedinitrile,CN(C)C1=NC(=C(N1C2=CC=C(C=C2)F)Cl)C=C(C#N)C#N,Inactive
2430298,"4,5-dichloro-2-[2-(2,3-dihydroindol-1-yl)-2-oxoethyl]pyridazin-3-one",C1CN(C2=CC=CC=C21)C(=O)CN3C(=O)C(=C(C=N3)Cl)Cl,Inactive
727631,"methyl 4-[3-(2-chloroacetyl)-2,5-dimethylpyrrol-1-yl]benzoate",CC1=CC(=C(N1C2=CC=C(C=C2)C(=O)OC)C)C(=O)CCl,Inactive
2407399,[2-oxo-2-(propylamino)ethyl] 2-(4-chloro-3-nitrobenzoyl)benzoate,CCCNC(=O)COC(=O)C1=CC=CC=C1C(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-],Inactive
2405263,[2-(methylamino)-2-oxoethyl] 2-(4-chloro-3-nitrobenzoyl)benzoate,CNC(=O)COC(=O)C1=CC=CC=C1C(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-],Inactive
